Centre Code,Centre Name,DET Geographic Region,EQ Zone,Local Government Area,Centre Type,School Category,State Electorate,Collection Year,School Count
722,Mundoo State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2009,1
1420,Mundubbera State School,Central Queensland,Rural,North Burnett (R),State School,Combined,Callide,2009,1
507,Mungallala State School,Darling Downs South West,Remote,Maranoa (R),State School,Primary,Warrego,2009,1
217,Mungar State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2009,1
1469,Murarrie State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2009,1
2052,Murgon State High School,Darling Downs South West,Rural,South Burnett (R),State High School,Secondary,Callide,2009,1
871,Murgon State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Callide,2009,1
76,Murphy's Creek State School,Darling Downs South West,Rural,Lockyer Valley (R),State School,Primary,Lockyer,2009,1
1030,Murray River Upper State School,Far North Queensland,Remote,Cassowary Coast (R),State School,Primary,Hinchinbrook,2009,1
1177,Murray's Bridge State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2009,1
1678,Musgrave Hill State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Southport,2009,1
1317,Mutarnee State School,North Queensland,Rural,Townsville (C),State School,Primary,Hinchinbrook,2009,1
993,Mutchilba State School,Far North Queensland,Rural,Tablelands (R),State School,Primary,Dalrymple,2009,1
152,Mutdapilly State School,South East,Rural,Scenic Rim (R),State School,Primary,Lockyer,2009,1
304,Muttaburra State School,Central Queensland,Remote,Barcaldine (R),State School,Primary,Gregory,2009,1
1481,Nagoorin State School,Central Queensland,Rural,Gladstone (R),State School,Primary,Gladstone,2009,1
3039,Nambour Special School,North Coast,Metropolitan,Sunshine Coast (R),Special School,Special,Nicklin,2009,1
2031,Nambour State High School,North Coast,Metropolitan,Sunshine Coast (R),State High School,Secondary,Nicklin,2009,1
363,Nambour State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Nicklin,2009,1
2157,Nanango State High School,Darling Downs South West,Rural,South Burnett (R),State High School,Secondary,Nanango,2009,1
77,Nanango State School,Darling Downs South West,Rural,South Burnett (R),State School,Primary,Nanango,2009,1
1200,Narangba State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Kallangur,2009,1
444,Narangba Valley State High School,North Coast,Metropolitan,Moreton Bay (R),State High School,Secondary,Morayfield,2009,1
1725,Narangba Valley State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Morayfield,2009,1
3140,Narbethong State Special School,Metropolitan,Metropolitan,Brisbane (C),Special School,Special,South Brisbane,2009,1
479,Nashville State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2009,1
184,Nebo State School,Central Queensland,Remote,Isaac (R),State School,Primary,Mirani,2009,1
2169,Nerang State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Gaven,2009,1
218,Nerang State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Gaven,2009,1
943,New Farm State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Brisbane Central,2009,1
228,Newmarket State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2009,1
1227,Newtown State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba North,2009,1
1735,Nobby State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2009,1
2088,Noosa District State High School,North Coast,Rural,Sunshine Coast (R),State High School,Secondary,Nicklin,2009,1
175,Noosaville State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Noosa,2009,1
1741,Norfolk Village State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Albert,2009,1
926,Norman Park State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Bulimba,2009,1
360,Normanton State School,North Queensland,Remote,Carpentaria (S),State School,Combined,Mount Isa,2009,1
1863,Norris Road State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Sandgate,2009,1
469,North Arm State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Nicklin,2009,1
731,Eton North State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2009,1
2324,North Lakes State College,North Coast,Metropolitan,Moreton Bay (R),State School,Combined,Murrumba,2009,1
2041,North Rockhampton State High School,Central Queensland,Provincial City,Rockhampton (R),State High School,Secondary,Rockhampton,2009,1
211,Northern Beaches State High School,North Queensland,Metropolitan,Townsville (C),State High School,Secondary,Thuringowa,2009,1
1243,Northern Peninsula Area State College,Far North Queensland,Remote,Northern Peninsula Area (R),State School,Combined,Cook,2009,1
281,Northgate State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2009,1
1957,Northview State School,Central Queensland,Provincial City,Mackay (R),State School,Primary,Whitsunday,2009,1
445,Norville State School,North Coast,Provincial City,Bundaberg (R),State School,Primary,Bundaberg,2009,1
785,Numinbah Valley State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Mudgeeraba,2009,1
43,Nundah State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2009,1
3084,Mount Gravatt West Special School,Metropolitan,Metropolitan,Brisbane (C),Special School,Special,Greenslopes,2009,1
1589,Nyanda State High School,Metropolitan,Metropolitan,Brisbane (C),State High School,Secondary,Yeerongpilly,2009,1
1238,Oakenden State School,Central Queensland,Rural,Mackay (R),State School,Primary,Mirani,2009,1
2099,Oakey State High School,Darling Downs South West,Rural,Toowoomba (R),State High School,Secondary,Condamine,2009,1
166,Oakey State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2009,1
331,Oakleigh State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2009,1
620,Oakwood State School,North Coast,Rural,Bundaberg (R),State School,Primary,Burnett,2009,1
1964,Old Yarranlea State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mansfield,2009,1
51,One Mile State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2009,1
556,Oonoonba State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Burdekin,2009,1
1271,Orion State School,Central Queensland,Remote,Central Highlands (R),State School,Primary,Gregory,2009,1
336,Ormeau State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Coomera,2009,1
6136,Ormeau Woods State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Coomera,2009,1
23,Ormiston State School,South East,Metropolitan,Redland (C),State School,Primary,Cleveland,2009,1
74,Osborne State School,North Queensland,Rural,Burdekin (S),State School,Primary,Burdekin,2009,1
1970,Oxenford State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Albert,2009,1
79,Oxley State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Ommaney,2009,1
1991,Pacific Paradise State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Maroochydore,2009,1
1745,Pacific Pines State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Gaven,2009,1
1744,Pacific Pines State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Gaven,2009,1
831,Pallara State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Algester,2009,1
240,Palm Beach State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Burleigh,2009,1
2129,Palm Beach-Currumbin State High School,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Currumbin,2009,1
988,Palmerston East State School,Far North Queensland,Rural,Cassowary Coast (R),State School,Primary,Hinchinbrook,2009,1
592,Palmwoods State School,North Coast,Metropolitan,Sunshine Coast (R),State School,Primary,Glass House,2009,1
983,Park Avenue State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2009,1
5700,Park Lake State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Gaven,2009,1
2187,Park Ridge State High School,South East,Metropolitan,Logan (C),State High School,Secondary,Logan,2009,1
515,Park Ridge State School,South East,Metropolitan,Logan (C),State School,Primary,Logan,2009,1
1467,Parke State School,North Coast,Rural,Fraser Coast (R),State School,Primary,Maryborough,2009,1
922,Parkhurst State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Keppel,2009,1
639,Parramatta State School,Far North Queensland,Metropolitan,Cairns (R),State School,Primary,Cairns,2009,1
1486,Patrick Estate State School,Metropolitan,Rural,Somerset (R),State School,Primary,Nanango,2009,1
1864,Patricks Road State School,Metropolitan,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2009,1
286,Payne Road State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Ashgrove,2009,1
672,Peachester State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Glass House,2009,1
86,Peak Crossing State School,South East,Rural,Scenic Rim (R),State School,Primary,Lockyer,2009,1
1385,Peek-A-Doo State School,Darling Downs South West,Remote,Banana (S),State School,Primary,Callide,2009,1
467,Pentland State School,North Queensland,Remote,Charters Towers (R),State School,Primary,Dalrymple,2009,1
183,Petrie State School,North Coast,Metropolitan,Moreton Bay (R),State School,Primary,Kallangur,2009,1
80,Petrie Terrace State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2009,1
419,Pialba State School,North Coast,Provincial City,Fraser Coast (R),State School,Primary,Hervey Bay,2009,1
422,Pilton State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2009,1
2049,Pimlico State High School,North Queensland,Metropolitan,Townsville (C),State High School,Secondary,Townsville,2009,1
81,Pimpama State School,South East,Metropolitan,Gold Coast (C),State School,Primary,Albert,2009,1
1408,Pindi Pindi State School,Central Queensland,Remote,Mackay (R),State School,Primary,Whitsunday,2009,1
3011,Pine Rivers Special School,North Coast,Metropolitan,Moreton Bay (R),Special School,Special,Kallangur,2009,1
2102,Pine Rivers State High School,North Coast,Metropolitan,Moreton Bay (R),State High School,Secondary,Pine Rivers,2009,1
1141,Pinnacle State School,Central Queensland,Remote,Mackay (R),State School,Primary,Mirani,2009,1
2168,Pioneer State High School,Central Queensland,Provincial City,Mackay (R),State High School,Secondary,Mackay,2009,1
2119,Pittsworth State High School,Darling Downs South West,Rural,Toowoomba (R),State High School,Secondary,Condamine,2009,1
373,Pittsworth State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2009,1
720,Pomona State School,North Coast,Rural,Sunshine Coast (R),State School,Primary,Gympie,2009,1
457,Pormpuraaw State School,Far North Queensland,Remote,Pormpuraaw (S),State School,Primary,Cook,2009,1
208,Port Curtis Road State School,Central Queensland,Provincial City,Rockhampton (R),State School,Primary,Rockhampton,2009,1
1979,Port Douglas State School,Far North Queensland,Rural,Cairns (R),State School,Primary,Cook,2009,1
1704,Pozieres State School,Darling Downs South West,Rural,Southern Downs (R),State School,Primary,Southern Downs,2009,1
488,Prairie State School,North Queensland,Remote,Flinders (S),State School,Primary,Mount Isa,2009,1
238,Prenzlau State School,Metropolitan,Rural,Somerset (R),State School,Primary,Ipswich West,2009,1
2090,Proserpine State High School,North Queensland,Rural,Whitsunday (R),State High School,Secondary,Whitsunday,2009,1
779,Proserpine State School,North Queensland,Rural,Whitsunday (R),State School,Primary,Whitsunday,2009,1
1655,Prospect Creek State School,Central Queensland,Rural,Banana (S),State School,Primary,Callide,2009,1
1155,Proston State School,Darling Downs South West,Rural,South Burnett (R),State School,Combined,Callide,2009,1
140,Pullenvale State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Moggill,2009,1
1194,Queens Beach State School,North Queensland,Rural,Whitsunday (R),State School,Primary,Burdekin,2009,1
5685,Queensland Academy for Creative Industries,Metropolitan,Metropolitan,Brisbane (C),State High School,Secondary,Brisbane Central,2009,1
5727,Queensland Academy for Health Sciences,South East,Metropolitan,Gold Coast (C),State High School,Secondary,Southport,2009,1
5684,Queensland Academy for Science Mathematics and Technology,Metropolitan,Metropolitan,Brisbane (C),State High School,Secondary,Mount Coot-tha,2009,1
2228,Queensland School for Travelling Show Children,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Greenslopes,2009,1
1594,Quilpie State College,Darling Downs South West,Remote,Quilpie (S),State School,Combined,Gregory,2009,1
958,Quinalow Prep-10 State School,Darling Downs South West,Rural,Toowoomba (R),State School,Combined,Nanango,2009,1
975,Raceview State School,Metropolitan,Metropolitan,Ipswich (C),State School,Primary,Ipswich,2009,1
1530,Railway Estate State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Townsville,2009,1
1955,Rainbow Beach State School,North Coast,Rural,Gympie (R),State School,Primary,Gympie,2009,1
1491,Rainworth State School,Metropolitan,Metropolitan,Brisbane (C),State School,Primary,Mount Coot-tha,2009,1
29,Ramsay State School,Darling Downs South West,Rural,Toowoomba (R),State School,Primary,Condamine,2009,1
1174,Rangeville State School,Darling Downs South West,Provincial City,Toowoomba (R),State School,Primary,Toowoomba South,2009,1
1870,Rasmussen State School,North Queensland,Metropolitan,Townsville (C),State School,Primary,Thuringowa,2009,1
1332,Rathdowney State School,South East,Rural,Scenic Rim (R),State School,Primary,Beaudesert,2009,1
1315,Ravenshoe State School,Far North Queensland,Rural,Tablelands (R),State School,Combined,Dalrymple,2009,1
